Date,Close/Last,Volume,Open,High,Low
07/02/2021,2792.5,1125,2759,2812.5,2758
07/01/2021,2768.9,1076,2789,2802,2751
06/30/2021,2779.2,1526,2683,2793,2670
06/29/2021,2681.2,876,2696,2699.5,2663.5
06/28/2021,2699.4,1112,2634,2704.5,2630
06/25/2021,2637.2,777,2634.5,2660.5,2612.5
06/24/2021,2643.9,883,2609.5,2656.5,2604
06/23/2021,2630.5,1138,2544,2637,2544
06/22/2021,2558.9,1164,2579.5,2607,2535
06/21/2021,2558.3,1776,2472,2588,2468
06/19/2021,2469.9,N/A,2469.9,2469.9,2469.9
06/18/2021,2469.9,2766,2488,2595,2452
06/17/2021,2512.2,4306,2799.5,2808.5,2484.5
06/16/2021,2836.8,1601,2769.5,2843,2753.5
06/15/2021,2764.8,804,2756.5,2769,2740
06/14/2021,2756.6,797,2784.5,2784.5,2746
06/11/2021,2780.8,857,2778,2814,2767.5
06/10/2021,2777.7,821,2781,2786,2736
06/09/2021,2772.8,710,2805.5,2823,2766.5
06/08/2021,2807,1189,2833.5,2849,2750
06/07/2021,2837.7,629,2839,2847,2822
06/04/2021,2842.2,1000,2848.5,2849.5,2813
06/03/2021,2826.6,1343,2855,2875,2796
06/02/2021,2868.6,786,2868,2875.5,2835.5
06/01/2021,2863.2,1470,2828.5,2871.5,2863
05/28/2021,2830.1,1241,2807,2843,2780
05/27/2021,2810.5,2312,2743.5,2847,2733
05/26/2021,2752.7,2760,2780,2814,2734
05/25/2021,2785.9,2447,2734.5,2795,2734.5
05/24/2021,2739.2,1665,2780,2825,2734
05/21/2021,2784.7,2243,2860,2885,2778
05/20/2021,2879.4,1644,2883.5,2906.5,2858.5
05/19/2021,2884.8,2998,2910.5,2917.5,2848
05/18/2021,2903.1,1911,2903,2941,2893.5
05/17/2021,2895.9,1533,2887.5,2909,2877
05/14/2021,2894.6,1357,2868,2926.5,2855.5
05/13/2021,2864.6,2088,2859.5,2901,2798.5
05/12/2021,2849,2251,2943,2960,2845
05/11/2021,2926.2,1941,2956,2986.5,2910.5
05/10/2021,2968.2,2539,2915.5,3000,2915.5
05/07/2021,2925.1,2515,2938.5,2965,2823.5
05/06/2021,2947.4,2276,2974.5,2992,2899.5
05/05/2021,2972.8,1314,2986,3010,2952.5
05/04/2021,2977.6,1160,2981,3019,2964.5
05/03/2021,2981.4,1018,2946,2997,2934
04/30/2021,2953.7,1403,2949,3010,2931.5
04/29/2021,2948.6,1230,2934,2964.5,2940
04/28/2021,2930.2,1137,2947,2947.5,2897
04/27/2021,2952.6,1445,2899,2962.5,2888
04/26/2021,2909.3,1604,2852.5,2932,2911
04/23/2021,2857,1431,2821,2928,2821
04/22/2021,2842.9,1602,2883,2894,2814.5
04/21/2021,2875.6,1887,2745.5,2892,2745.5
04/20/2021,2757.4,1980,2824.5,2824.5,2721.5
04/19/2021,2813.6,1473,2777.5,2851,2761
04/16/2021,2774.7,1353,2725,2787.5,2725
04/15/2021,2739.4,1513,2690.5,2770,2685
04/14/2021,2679.4,1308,2696.5,2681.5,2674
04/13/2021,2696.9,1522,2681.5,2709,2671
04/12/2021,2671.9,1601,2641,2683.5,2615
04/09/2021,2636,659,2623.5,2647,2615
04/08/2021,2628.3,738,2615,2650,2606.5
04/07/2021,2621.1,1521,2686,2687.5,2585
04/06/2021,2690.2,1239,2660.5,2699,2646
04/05/2021,2654.7,592,2659.5,2672.5,2620.5
04/01/2021,2655.8,932,2621.5,2669,2607
03/31/2021,2619.9,866,2570.5,2624.5,2567.5
03/30/2021,2569,1599,2521.5,2604,2518.5
03/29/2021,2530.7,2311,2687.5,2687.5,2511.5
03/26/2021,2676.1,1268,2636.5,2685,2616
03/25/2021,2615.4,1125,2640,2620.5,2610
03/24/2021,2640.1,1177,2595.5,2645.5,2592.5
03/23/2021,2617.3,1509,2614.5,2644.5,2560
03/22/2021,2600.2,1543,2611.5,2651,2550
03/19/2021,2630.9,2158,2680.5,2685,2592.5
03/18/2021,2662.8,3978,2575.5,2749,2575
03/17/2021,2538.3,2954,2473,2574,2447
03/16/2021,2491.9,3788,2384.5,2529,2373
03/15/2021,2373.7,1426,2369.5,2394.5,2336
03/12/2021,2360.7,1261,2335.5,2368,2314.5
03/11/2021,2341.6,2016,2302,2364.5,2285.5
03/10/2021,2293.2,1516,2292.5,2301,2273.5
03/09/2021,2292.2,2352,2310,2318,2263.5
03/08/2021,2314.2,1056,2324,2352.5,2306.5
03/05/2021,2329.1,1393,2325,2364,2314.5
03/04/2021,2342.8,1314,2337,2373,2321
03/03/2021,2354.4,1535,2358,2377,2325.5
03/02/2021,2368.6,1652,2341.5,2373.5,2327
03/01/2021,2349,1943,2311.5,2380,2305
02/26/2021,2313.5,3370,2402,2311,2298.5
02/25/2021,2414.8,2986,2446,2466.5,2401.5
02/24/2021,2431.5,3910,2357,2446.5,2333.5
02/23/2021,2344.7,3262,2392,2410,2294
02/22/2021,2402.9,2314,2400,2408,2387.5
02/19/2021,2379.8,1717,2358,2390,2335
02/18/2021,2358.8,1393,2386.5,2403.5,2345.5
02/17/2021,2369.7,1632,2390,2392,2358
02/16/2021,2388.2,2807,2387.5,2390.5,2383.5
02/12/2021,2382.6,1535,2352,2387.5,2383
02/11/2021,2347,1718,2360,2373.5,2337.5
02/10/2021,2352.5,2509,2320,2387,2316
02/09/2021,2320.6,1390,2334.5,2351.5,2303.5
02/08/2021,2336.7,2168,2344.5,2357.5,2322
02/05/2021,2326.3,1996,2284.5,2345,2280
02/04/2021,2280.7,1911,2266,2293.5,2236.5
02/03/2021,2276.6,2055,2235.5,2283,2225.5
02/02/2021,2227.7,2041,2240.5,2272.5,2215
02/01/2021,2241.7,2653,2245,2281.5,2208
01/29/2021,2208.4,3752,2334,2229.5,2216
01/28/2021,2322.3,2437,2309,2340,2300
01/27/2021,2310.5,1652,2324,2332.5,2303.5
01/26/2021,2325,1803,2338.5,2350.5,2315
01/25/2021,2346.9,2314,2361,2386.5,2320
01/22/2021,2365.2,1675,2372,2383,2350
01/21/2021,2375.1,1076,2376,2414.5,2365.5
01/20/2021,2403.2,1450,2367,2404,2342
